Origin Country,Destination Country,HS Code,HTS / Regional Tariff Flag,Product Category,Product Description,Package Type & Weight Range,Mode of Transport,Required Documents
China,India,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Import Export Code (IEC); Packing List
United States,Australia,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
United States,Australia,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Sea, Commercial Invoice; Packing List; Type Approval Certificate
Australia,Canada,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Road, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
Brazil,Japan,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Containers (1–20 MT),Air, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
UAE,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Road, Commercial Invoice; Insurance Certificate; Packing List
UAE,South Africa,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Road, Commercial Invoice; Packing List
UAE,China,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Sea, Commercial Invoice; Packing List
Brazil,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Sea, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
France,United States,901890,Yes,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Air, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
France,UAE,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Rail, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
Mexico,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Packing List
Australia,Germany,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Brazil,Canada,901890,Yes,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Air, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
South Africa,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Packing List
Indonesia,Singapore,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Road, Commercial Invoice; Packing List
China,Australia,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Air, Commercial Invoice; Packing List
Indonesia,Singapore,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Road, Commercial Invoice; Insurance Certificate; Packing List
Canada,UAE,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Air, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
Singapore,South Africa,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Containers (1–20 MT),Road, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
South Africa,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
India,Brazil,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
UAE,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Air, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Packing List; Phytosanitary Certificate
China,France,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Road, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
Mexico,South Africa,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Rail, Commercial Invoice; Packing List; Type Approval Certificate
UAE,Mexico,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Sea, Commercial Invoice; Packing List; Type Approval Certificate
UAE,South Africa,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Sea, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
Mexico,UAE,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Air, Commercial Invoice; Packing List
Australia,UAE,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Air, Commercial Invoice; Packing List
South Africa,United States,850440,Yes,Electronics,AC/DC power adapters,Containers (1–20 MT),Sea,BIS Compliance;  CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
China,Canada,100630,Yes,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Air, Certificate of Origin; Commercial Invoice; FDA Prior Notice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
Brazil,UAE,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Air, Commercial Invoice; Packing List
UAE,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List
Singapore,Japan,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Air, Commercial Invoice; Packing List
Germany,Brazil,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
France,Singapore,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Road, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
UAE,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Sea, Commercial Invoice; Packing List
Brazil,France,870323,No,Automotive,Petrol engine passenger vehicles,Drums (50–200 kg),Sea, Commercial Invoice; Packing List; Type Approval Certificate
UAE,United States,280700,Yes,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Mexico,UAE,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Rail, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
South Africa,France,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Sea, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Packing List; Phytosanitary Certificate
UAE,Australia,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Sea, Commercial Invoice; Packing List
UAE,France,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Sea, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Singapore,UAE,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
Singapore,Japan,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Sea, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
China,Canada,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Road, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
South Africa,United Kingdom,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Australia,India,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Sea, Commercial Invoice; Import Export Code (IEC); Packing List; Type Approval Certificate
Australia,United States,100630,Yes,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Sea, Certificate of Origin; Commercial Invoice; FDA Prior Notice; FSSAI Compliance; Packing List; Phytosanitary Certificate
Brazil,United Kingdom,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Germany,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Air, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Indonesia,UAE,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
India,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List
Singapore,UAE,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Rail, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
France,South Africa,901890,No,Medical Devices,Diagnostic ultrasound equipment,Cartons (5–25 kg),Air, Commercial Invoice; Insurance Certificate; Packing List
UAE,Canada,901890,Yes,Medical Devices,Diagnostic ultrasound equipment,Cartons (5–25 kg),Rail, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
United States,Japan,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
South Africa,Singapore,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Road, Commercial Invoice; Packing List
Japan,Australia,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Japan,Mexico,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Air, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
UAE,France,870323,No,Automotive,Petrol engine passenger vehicles,Drums (50–200 kg),Road, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Singapore,Japan,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Brazil,Canada,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Sea, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
Germany,Canada,850440,Yes,Electronics,AC/DC power adapters,Cartons (5–25 kg),Sea,BIS Compliance;  CE Compliance; Commercial Invoice; FCC Compliance; Packing List
Mexico,Australia,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Rail, Commercial Invoice; Packing List; Type Approval Certificate
Australia,China,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Air, Commercial Invoice; Packing List
Indonesia,UAE,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
United States,Brazil,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Air, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
Germany,Australia,850440,No,Electronics,AC/DC power adapters,Containers (1–20 MT),Air, Commercial Invoice; Packing List
India,China,901890,No,Medical Devices,Diagnostic ultrasound equipment,Cartons (5–25 kg),Air, Commercial Invoice; Insurance Certificate; Packing List
France,India,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Road, Commercial Invoice; Import Export Code (IEC); Packing List; Type Approval Certificate
Brazil,India,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Sea, Certificate of Analysis; Commercial Invoice; Drug License; Import Export Code (IEC); Packing List
China,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Packing List
South Africa,Indonesia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Japan,Indonesia,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Rail, Commercial Invoice; Packing List
India,Canada,850440,Yes,Electronics,AC/DC power adapters,Pallets (200–800 kg),Air, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
South Africa,China,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Air, Commercial Invoice; Packing List
Singapore,Indonesia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Brazil,Singapore,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Air, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
United Kingdom,India,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Air, Commercial Invoice; Import Export Code (IEC); Insurance Certificate; Packing List
Australia,India,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Sea, Commercial Invoice; Import Export Code (IEC); Insurance Certificate; Packing List
Germany,Canada,280700,Yes,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Road, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
Canada,Brazil,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Air, Commercial Invoice; Packing List
Canada,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Road, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Japan,Australia,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
United States,India,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Import Export Code (IEC); Insurance Certificate; Packing List
Indonesia,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Sea, Commercial Invoice; Packing List
Germany,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Packing List
India,UAE,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
United Kingdom,Japan,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List
UAE,France,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Road, CE Compliance; Commercial Invoice; FDA Compliance; Insurance Certificate; Packing List
